x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-2.101186621514241,-0.2472077540363669,-1.9893348874675274,-1.4845560982202046,1.1286681141704522,-0.9255642057144474,1.2102900751373225,2.070525532500239,0.09152687978818572,-2.3763995593672247,0
0.32370342937126384,-0.12689445053493797,-1.3095243349282804,-0.022737629594848707,-0.39872455292729403,0.2804191395645169,0.03459810965932434,1.1848198663133733,-0.18680200115105344,1.9693263434951351,0
-4.375434934862695,0.33412256419370623,-0.8527033856512259,-2.7012796881398136,2.6991354020275455,-2.1411977195797727,-2.233844342453566,-0.06644817844708503,-0.3138812868634426,1.4991739343979664,0
-1.5379187140764865,1.6271321815824942,0.48464938325452206,-1.0207376364571188,0.8849897944194228,-0.7135434220804459,0.9431317237246477,0.7135575272306541,-0.46804140126159177,0.07534111185825518,0
-3.240621557461446,0.3381411537157069,-0.18653017752576015,-2.2380875239829807,1.7867904486213781,-1.4557191847827606,0.9515262544299498,0.3987896170602846,0.7290049973331737,0.3722131333745615,0
-1.6311698825465932,-1.4022100360208973,0.986495256820913,-3.13036471871143,-0.8924592627267526,0.3656551435369365,0.3263825577689079,0.2034114807361953,0.15888345542755178,0.2474868814966978,0
-1.1115064086467776,0.9590939848924296,-2.096333399167827,-1.9944173050989962,-0.4841402273334773,0.17315415390021444,0.6625676522887309,-0.2941680074835139,-0.7863843893260283,0.43006251442822646,0
0.5556576492575538,0.31762190031457216,1.5926683331963514,-0.04310124108052793,-0.6880762295512526,0.4835887164040565,-0.6604961776937335,0.3721105447610491,-0.9849489074860036,1.696393853861598,0
-1.4932119114284828,1.5430652097612303,-1.6585828743443016,-0.8354302121222457,0.9984340966913259,-0.778112073699163,1.3817869000149157,-0.1666687579321641,-0.55434915756131,0.5066834716192415,0
-2.4931407515844732,0.2606920715055646,1.9693331506180485,-1.499358536497037,1.5736053506997711,-1.2419024215215968,-0.14967918845693923,0.6685211004630888,-0.5704450850834254,0.24165943523423775,0
-0.7534905734819849,-0.33646765051353156,0.04287904859626528,-0.3286052781440538,0.5869479204908394,-0.44360046077734183,0.6161094013078084,-0.2720155298198486,0.8919128104150142,1.974611604562345,0
0.6498879020848443,-2.306582513021951,-0.2438972781600963,-0.6619531000102532,-1.3516114655438491,0.900813789493166,0.9921342611335892,-0.9156328560472814,0.03481206721128953,-1.2067090137560856,0
-0.7835628056904781,1.1945064126916285,1.92173816791684,-2.286856357632725,-1.1289916859952354,0.604919810252308,0.6966415247324457,-0.423681770441302,1.777733596458139,1.7631582835495723,0
